test error,nr of evaluations, tree size
0.1146341463414634,42776,93
0.10731707317073169,44209,75
0.10134310134310132,45679,95
0.07081807081807079,59149,55
0.09157509157509158,43960,89
0.08913308913308915,41476,97
0.15262515262515264,52771,45
0.08791208791208793,43688,43
0.07326007326007322,55204,67
0.08913308913308915,38872,97
0.09268292682926826,47039,67
0.07560975609756093,45882,91
0.08180708180708185,50765,83
0.0781440781440782,46911,99
0.11843711843711846,43367,99
0.08302808302808307,46823,79
0.08058608058608063,51838,79
0.1001221001221001,48846,91
0.08913308913308915,44114,97
0.11477411477411481,44176,87
0.08292682926829265,56390,97
0.11707317073170731,42565,97
0.09035409035409037,45248,91
0.10989010989010994,42341,95
0.0854700854700855,49932,99
0.07936507936507942,43319,75
0.08669108669108672,48492,77
0.06959706959706957,53562,27
0.0781440781440782,53600,57
0.11233211233211238,53050,87
0.09146341463414631,53335,65
0.08292682926829265,47146,85
0.09523809523809523,48887,69
0.11721611721611724,44267,71
0.10500610500610497,46728,59
0.10989010989010994,60136,73
0.07936507936507942,53073,77
0.08791208791208793,48316,31
0.08058608058608063,45404,75
0.09401709401709402,51289,99
0.09390243902439022,50177,53
0.08292682926829265,43350,99
0.11599511599511603,46095,69
0.11599511599511603,42243,93
0.09523809523809523,46742,89
0.06715506715506714,50369,49
0.06959706959706957,48703,91
0.11721611721611724,51408,91
0.08058608058608063,41487,95
0.09035409035409037,43586,87
0.07073170731707312,53080,55
0.08902439024390241,49392,91
0.10622710622710618,49765,65
0.09035409035409037,50043,77
0.08058608058608063,49648,35
0.12698412698412698,48784,85
0.08913308913308915,44561,91
0.09035409035409037,49003,61
0.11111111111111116,48603,69
0.10378510378510375,45910,79
0.09390243902439022,49438,79
0.08048780487804874,57742,25
0.07326007326007322,42711,23
0.0854700854700855,39810,83
0.10378510378510375,47933,49
0.10989010989010994,37816,97
0.10134310134310132,40544,99
0.0781440781440782,44624,97
0.1001221001221001,52491,75
0.10378510378510375,53413,81
0.0817073170731707,43946,97
0.09024390243902436,51453,59
0.09157509157509158,49637,91
0.09157509157509158,50458,55
0.09768009768009767,44718,83
0.10378510378510375,53478,97
0.07692307692307687,56048,51
0.09035409035409037,49142,89
0.09523809523809523,48156,89
0.0781440781440782,47623,99
0.09999999999999998,52079,79
0.09634146341463412,41565,99
0.09035409035409037,47973,81
0.07570207570207566,50451,39
0.072039072039072,47514,75
0.09890109890109888,44412,83
0.10989010989010994,45628,95
0.08424908424908428,57097,93
0.0927960927960928,45419,95
0.09890109890109888,42817,83
0.11951219512195121,47026,67
0.07560975609756093,50684,81
0.11477411477411481,50870,65
0.08058608058608063,52592,49
0.08058608058608063,48072,39
0.12332112332112333,39739,99
0.08058608058608063,47229,81
0.08424908424908428,49283,99
0.09645909645909645,47772,83
0.12210012210012211,43803,85
