test error,nr of evaluations, tree size
0.07762724276821675,416883,63
0.07213474917612595,452538,55
0.07728937728937724,381159,77
0.06627608934456242,401589,97
0.07909190772610764,353181,99
0.08608058608058611,400765,65
0.10325887953130719,409660,83
0.07103625045770778,389207,93
0.10622710622710618,393642,79
0.0820212376418894,397601,87
0.083852068839253,390267,99
0.08205128205128209,452248,49
0.08971072867081653,400059,95
0.09373855730501646,445060,77
0.08498168498168501,430831,89
0.133650677407543,376308,99
0.08641523251556205,412108,81
0.09413919413919414,394408,79
0.07799340900768947,385424,79
0.09740021969974366,415984,77
0.07692307692307687,397265,53
0.08421823507872572,425166,75
0.07945807396558036,392539,59
0.10842490842490837,455401,83
0.09190772610765285,380237,63
0.07433174661296227,378248,99
0.08021978021978027,393444,95
0.09593555474185278,390416,95
0.08495056755767116,368840,83
0.0945054945054945,454136,19
