test error,nr of evaluations, tree size
0.09154155986818013,641120,75
0.09117539362870741,650174,95
0.08131868131868136,605794,79
0.08311973636030756,621295,85
0.08934456243134381,602423,81
0.09084249084249085,634461,73
0.11131453679970704,667415,93
0.08604906627608933,573671,91
0.08754578754578757,623646,83
0.08678139875503477,616050,73
0.08348590259978028,561785,89
0.08205128205128209,581867,67
0.07945807396558036,557787,91
0.06993775173928962,618441,77
0.08205128205128209,588161,85
0.09080922738923469,576503,87
0.08604906627608933,509135,97
0.07289377289377286,551408,97
0.07982424020505308,636222,81
0.08531673379714388,613304,35
0.08498168498168501,554179,89
0.09593555474185278,636972,89
0.10801904064445256,572931,59
0.07435897435897432,651727,53
0.11534236543390697,628396,33
0.0820212376418894,618576,85
0.10073260073260071,631407,67
0.10325887953130719,603285,81
0.09373855730501646,580606,85
0.09487179487179487,619995,73
