test error,nr of evaluations, tree size
0.0981325521786891,433173,79
0.08641523251556205,441215,97
0.07802197802197797,442567,53
0.09410472354448918,456723,95
0.08495056755767116,421348,93
0.09230769230769231,452309,67
0.10655437568656168,387972,91
0.07689491028927131,513474,23
0.08644688644688647,376781,95
0.08604906627608933,457233,75
0.10472354448919807,487496,87
0.09780219780219779,399305,87
0.09117539362870741,455378,69
0.07616257781032587,444321,93
0.09890109890109888,478093,31
0.07762724276821675,464227,75
0.08055657268399852,427013,91
0.08608058608058611,403849,89
0.0963017209813255,486700,63
0.0999633833760527,440924,99
0.10366300366300363,402588,95
0.10106188209447087,454373,97
0.09337239106554374,420797,99
0.07838827838827844,456500,79
0.07652874404979859,424447,97
0.09776638593921638,464636,27
0.12307692307692308,506593,41
0.08311973636030756,449302,87
0.0944708897839619,444553,75
0.08388278388278392,445135,61
