test error,nr of evaluations, tree size
0.1097560975609756,9593,97
0.11829268292682926,8853,71
0.08180708180708185,9012,93
0.07448107448107444,7992,99
0.1074481074481074,8939,97
0.1001221001221001,8989,77
0.11843711843711846,8435,87
0.09523809523809523,8448,95
0.11721611721611724,10045,53
0.12698412698412698,9195,59
0.13658536585365855,10094,35
0.11097560975609755,8127,99
0.13431013431013428,9020,93
0.09401709401709402,9405,69
0.0927960927960928,8107,95
0.14652014652014655,8128,99
0.1208791208791209,8182,99
0.1282051282051282,8694,97
0.10256410256410253,8457,91
0.10989010989010994,8634,87
0.12439024390243902,8630,95
0.1097560975609756,8378,99
0.09645909645909645,8516,85
0.1282051282051282,9575,79
0.12210012210012211,9084,95
0.072039072039072,8092,93
0.14529914529914534,9404,69
0.11111111111111116,8930,85
0.11599511599511603,8673,97
0.072039072039072,7700,97
0.11097560975609755,9198,93
0.13902439024390245,8427,97
0.10500610500610497,9133,71
0.1648351648351648,8624,87
0.08058608058608063,8457,53
0.09768009768009767,8527,87
0.12332112332112333,9954,81
0.11721611721611724,8739,99
0.08058608058608063,9170,91
0.13308913308913306,7785,99
0.14634146341463417,9108,93
0.17560975609756102,8944,93
0.09035409035409037,8307,85
0.11843711843711846,8592,85
0.08302808302808307,8907,95
0.09401709401709402,7973,99
0.05982905982905984,9197,81
0.17948717948717952,9128,89
0.09645909645909645,8124,95
0.09645909645909645,9360,69
0.1121951219512195,8154,99
0.14634146341463417,8735,83
0.08791208791208793,9010,53
0.12332112332112333,8289,63
0.11843711843711846,8205,95
0.10378510378510375,8383,97
0.11721611721611724,8259,95
0.11111111111111116,9064,89
0.148962148962149,8211,85
0.10500610500610497,8600,85
0.13414634146341464,8208,87
0.09634146341463412,7747,99
0.07570207570207566,8249,95
0.13919413919413914,8698,97
0.10989010989010994,8812,71
0.1501831501831502,9849,31
0.10134310134310132,9523,77
0.0781440781440782,8858,63
0.11721611721611724,7625,99
0.14774114774114777,7768,55
0.12439024390243902,7875,97
0.10243902439024388,8098,93
0.13064713064713063,9110,83
0.11599511599511603,8135,99
0.07570207570207566,8523,93
0.13431013431013428,8483,97
0.12210012210012211,8475,87
0.1575091575091575,10100,9
0.10256410256410253,8564,77
0.16239316239316237,10100,7
0.09999999999999998,9244,91
0.09634146341463412,8663,89
0.0927960927960928,9211,81
0.12698412698412698,8921,85
0.0781440781440782,8730,81
0.11843711843711846,8509,81
0.08913308913308915,9573,71
0.10500610500610497,8478,97
0.11843711843711846,8656,95
0.09523809523809523,7150,99
0.0865853658536585,9323,77
0.09268292682926826,8008,99
0.08424908424908428,9126,63
0.0927960927960928,8339,97
0.15506715506715507,9579,11
0.11965811965811968,8958,99
0.1135531135531136,8574,93
0.08302808302808307,8530,93
0.16239316239316237,9303,71
0.1208791208791209,9074,75
