test error,nr of evaluations, tree size
0.11341463414634145,418982,7
0.10731707317073169,369729,81
0.1001221001221001,374532,51
0.08424908424908428,316412,99
0.07081807081807079,365600,73
0.08058608058608063,387072,81
0.10622710622710618,398450,31
0.07692307692307687,350569,97
0.06227106227106227,399388,43
0.07570207570207566,399213,43
0.07317073170731703,345898,95
0.09146341463414631,365057,75
0.06715506715506714,348840,69
0.08058608058608063,353369,95
0.0854700854700855,369292,69
0.07448107448107444,360667,81
0.0781440781440782,389083,47
0.09401709401709402,382106,73
0.08424908424908428,324896,97
0.08913308913308915,369119,87
0.09146341463414631,363621,77
0.10853658536585364,357500,91
0.09035409035409037,376857,57
0.0854700854700855,367419,71
0.08058608058608063,378064,61
0.07692307692307687,370624,79
0.06715506715506714,341881,95
0.07570207570207566,366036,89
0.08424908424908428,369204,95
0.0781440781440782,328677,93
0.07682926829268288,346505,91
0.07439024390243898,352684,95
0.08913308913308915,373357,67
0.09157509157509158,341462,99
0.09401709401709402,373483,43
0.08669108669108672,337331,91
0.08424908424908428,331184,93
0.08669108669108672,360336,93
0.07692307692307687,355310,93
0.10500610500610497,361289,89
0.09024390243902436,340521,87
0.0865853658536585,332721,99
0.0854700854700855,360582,83
0.08058608058608063,332192,25
0.1074481074481074,358674,87
0.07448107448107444,363717,83
0.057387057387057405,359718,87
0.10378510378510375,359592,83
0.07081807081807079,370693,63
0.0927960927960928,341316,51
0.09024390243902436,414044,29
0.0865853658536585,346027,97
0.08913308913308915,363918,73
0.07692307692307687,331051,97
0.06959706959706957,387792,75
0.09645909645909645,369733,97
0.09035409035409037,372199,57
0.07081807081807079,353877,89
0.08424908424908428,345594,97
0.08669108669108672,315552,95
0.08780487804878045,331071,81
0.07682926829268288,385812,81
0.05128205128205132,367047,59
0.0781440781440782,385775,33
0.07936507936507942,361351,69
0.12454212454212454,305006,97
0.07326007326007322,338319,95
0.0647130647130647,356120,99
0.08669108669108672,345363,95
0.09890109890109888,369034,61
0.07926829268292679,377998,83
0.09634146341463412,360371,87
0.08913308913308915,364617,55
0.08913308913308915,353682,77
0.08058608058608063,338705,95
0.07326007326007322,354922,77
0.07936507936507942,349797,97
0.072039072039072,360458,83
0.09035409035409037,377438,33
0.072039072039072,353188,49
0.09268292682926826,417693,91
0.0865853658536585,364664,67
0.0781440781440782,376796,81
0.08791208791208793,361089,89
0.07692307692307687,341828,97
0.07570207570207566,362680,81
0.07692307692307687,359333,91
0.07081807081807079,377644,57
0.07936507936507942,352354,67
0.09768009768009767,336286,67
0.10243902439024388,369396,75
0.09146341463414631,391273,81
0.1001221001221001,362006,75
0.08669108669108672,374135,99
0.09157509157509158,373921,85
0.08180708180708185,371384,75
0.06593406593406592,362779,75
0.08913308913308915,335607,99
0.09157509157509158,369875,97
0.10134310134310132,356142,83
