test error,nr of evaluations, tree size
0.0841463414634146,201921,81
0.08902439024390241,229438,83
0.08669108669108672,197462,91
0.08424908424908428,208096,97
0.07081807081807079,197863,91
0.10622710622710618,183473,81
0.10500610500610497,210920,89
0.0854700854700855,218496,77
0.0781440781440782,202885,97
0.07448107448107444,188891,99
0.08292682926829265,199056,77
0.11707317073170731,190414,99
0.06715506715506714,199381,77
0.06715506715506714,186352,99
0.09890109890109888,218651,95
0.0854700854700855,203609,47
0.1001221001221001,194816,89
0.1282051282051282,191245,87
0.10500610500610497,186363,77
0.09768009768009767,216015,99
0.08292682926829265,192821,67
0.10609756097560974,195532,77
0.0927960927960928,222319,89
0.09645909645909645,190532,95
0.09523809523809523,215043,47
0.0781440781440782,203722,99
0.0854700854700855,215407,93
0.07081807081807079,201210,75
0.09768009768009767,217255,63
0.07326007326007322,189698,81
0.09390243902439022,199232,91
0.0841463414634146,212016,87
0.0927960927960928,196071,99
0.0854700854700855,218105,93
0.08669108669108672,190052,87
0.07326007326007322,213010,89
0.1001221001221001,202384,57
0.08180708180708185,208341,93
0.09523809523809523,201226,89
0.08180708180708185,227955,51
0.0817073170731707,190317,77
0.09146341463414631,227783,77
0.08913308913308915,206962,99
0.08058608058608063,214527,99
0.08669108669108672,204200,43
0.07326007326007322,192650,95
0.05982905982905984,230241,71
0.10378510378510375,207435,79
0.11233211233211238,209472,81
0.08302808302808307,191031,77
0.09024390243902436,211355,97
0.07926829268292679,188126,93
0.10378510378510375,200098,81
0.08302808302808307,188488,97
0.07326007326007322,208629,87
0.11477411477411481,195967,91
0.08669108669108672,209228,97
0.0854700854700855,202576,77
0.08669108669108672,208427,63
0.08791208791208793,192944,73
0.08048780487804874,204086,97
0.08536585365853655,190289,95
0.06227106227106227,196870,69
0.08791208791208793,221681,75
0.11233211233211238,216498,69
0.11965811965811968,193977,85
0.08669108669108672,197125,85
0.0647130647130647,200135,97
0.09523809523809523,194222,93
0.09523809523809523,237063,11
0.09268292682926826,208649,65
0.09634146341463412,193519,85
0.09401709401709402,211746,51
0.10500610500610497,168336,99
0.09768009768009767,224016,95
0.11965811965811968,205207,87
0.06837606837606836,232722,59
0.07081807081807079,198257,97
0.10378510378510375,185988,29
0.07570207570207566,192900,41
0.09390243902439022,193613,85
0.09512195121951217,189050,91
0.08302808302808307,203003,59
0.09768009768009767,213521,83
0.08180708180708185,215422,73
0.08180708180708185,188292,85
0.09401709401709402,204079,95
0.06715506715506714,198038,89
0.09157509157509158,187865,85
0.10500610500610497,223842,27
0.08048780487804874,204811,91
0.08048780487804874,211244,99
0.10256410256410253,202862,97
0.08424908424908428,196076,97
0.08180708180708185,203256,69
0.09768009768009767,187259,89
0.08791208791208793,205003,85
0.09523809523809523,205046,95
0.10134310134310132,214259,77
0.09523809523809523,192639,97
