test error,nr of evaluations, tree size
0.08971072867081653,809287,97
0.07799340900768947,871336,99
0.08608058608058611,920758,81
0.07872574148663491,882072,79
0.07799340900768947,866623,65
0.09743589743589742,792701,81
0.09849871841816182,858299,81
0.07250091541559867,837892,99
0.07838827838827844,954206,87
0.07396558037348955,891020,89
0.08495056755767116,912289,73
0.07106227106227103,851704,97
0.09080922738923469,864054,95
0.07433174661296227,844933,93
0.09377289377289377,799691,97
0.07909190772610764,942063,43
0.08165507140241668,934033,63
0.07948717948717954,936768,71
0.08311973636030756,909554,59
0.08714756499450749,849496,93
0.08388278388278392,844900,71
0.083852068839253,936220,81
0.08421823507872572,740249,97
0.07106227106227103,906570,71
0.09337239106554374,855355,97
0.07469791285243499,890018,83
0.08608058608058611,817263,91
0.08165507140241668,908497,97
0.07872574148663491,904896,89
0.08021978021978027,1006833,29
