test error,nr of evaluations, tree size
0.08971072867081653,325602,97
0.07799340900768947,333184,87
0.08058608058608063,345097,61
0.0732332478945441,319211,73
0.0926400585865983,319823,91
0.08388278388278392,362543,67
0.09300622482607102,371136,47
0.07543024533138043,330254,91
0.06520146520146519,385146,91
0.08714756499450749,319237,93
0.08092273892347124,340293,89
0.08278388278388282,329345,57
0.08311973636030756,370670,69
0.09190772610765285,345289,75
0.09120879120879122,303239,93
0.10069571585499815,362432,71
0.07506407909190771,353621,53
0.08864468864468866,353151,41
0.09227389234712557,288553,99
0.09776638593921638,305828,97
0.09267399267399268,280873,83
0.08458440131819844,336047,83
0.08678139875503477,353514,79
0.0765567765567765,313048,99
0.08604906627608933,312183,95
0.07799340900768947,325550,85
0.08021978021978027,331692,99
0.0926400585865983,314718,93
0.0944708897839619,363050,55
0.08974358974358976,318157,45
