test error,nr of evaluations, tree size
0.10731707317073169,9879,87
0.0817073170731707,9962,81
0.08791208791208793,9878,69
0.10378510378510375,9078,93
0.09645909645909645,9579,59
0.08424908424908428,9482,79
0.11965811965811968,9461,97
0.08669108669108672,9562,77
0.07570207570207566,9337,89
0.09035409035409037,9401,99
0.10121951219512193,9450,93
0.08292682926829265,9461,95
0.07570207570207566,9709,57
0.09523809523809523,8960,99
0.13186813186813184,9693,89
0.0854700854700855,9152,93
0.09523809523809523,9869,79
0.12332112332112333,9575,85
0.14652014652014655,9417,99
0.09523809523809523,9683,69
0.08902439024390241,8852,85
0.11707317073170731,9142,99
0.09035409035409037,10034,75
0.08669108669108672,9843,81
0.07448107448107444,9120,89
0.1367521367521367,9772,97
0.07936507936507942,9554,59
0.09035409035409037,9190,91
0.08424908424908428,9867,81
0.0647130647130647,9901,71
0.12804878048780488,9287,85
0.12073170731707317,9875,71
0.10866910866910862,9365,85
0.09157509157509158,9091,99
0.072039072039072,9730,65
0.10866910866910862,10015,49
0.08913308913308915,9848,49
0.1135531135531136,9408,95
0.08669108669108672,8878,99
0.07570207570207566,9306,77
0.09390243902439022,9179,97
0.0841463414634146,9368,97
0.11843711843711846,9869,75
0.15262515262515264,9121,93
0.08669108669108672,9434,85
0.11477411477411481,9858,75
0.07570207570207566,9454,87
0.1501831501831502,9176,81
0.08180708180708185,8792,97
0.10500610500610497,9723,39
0.14634146341463417,9130,89
0.13902439024390245,9639,85
0.12454212454212454,9203,95
0.08180708180708185,9776,99
0.08180708180708185,9463,91
0.13308913308913306,9586,81
0.12332112332112333,9567,65
0.07448107448107444,10009,59
0.08791208791208793,9356,93
0.13919413919413914,10100,3
0.1097560975609756,9615,79
0.08048780487804874,9551,81
0.08058608058608063,8801,97
0.10989010989010994,9642,83
0.08669108669108672,9909,67
0.14041514041514036,9907,49
0.13431013431013428,9054,47
0.07448107448107444,9450,93
0.11111111111111116,9582,91
0.10134310134310132,9828,75
0.08780487804878045,9581,99
0.09634146341463412,9393,89
0.09401709401709402,9134,89
0.1074481074481074,9268,87
0.0781440781440782,9928,67
0.1428571428571429,9980,41
0.11843711843711846,9574,89
0.07692307692307687,9164,97
0.0854700854700855,9091,93
0.08913308913308915,9055,77
0.09268292682926826,9933,65
0.0865853658536585,9994,51
0.10866910866910862,9081,83
0.11843711843711846,9927,71
0.09890109890109888,9151,97
0.10989010989010994,8947,99
0.10134310134310132,9629,71
0.0781440781440782,9539,85
0.11111111111111116,9620,57
0.0854700854700855,9283,95
0.09999999999999998,9015,99
0.08048780487804874,9542,81
0.07936507936507942,9295,97
0.08669108669108672,9518,99
0.09157509157509158,9407,97
0.11233211233211238,9187,87
0.11233211233211238,9588,61
0.09401709401709402,9957,49
0.09157509157509158,9644,73
0.11111111111111116,9424,99
