test error,nr of evaluations, tree size
0.08048780487804874,9990,77
0.11829268292682926,9862,87
0.08058608058608063,10097,49
0.09523809523809523,9817,91
0.08791208791208793,10051,69
0.10378510378510375,9652,91
0.1074481074481074,10014,93
0.09401709401709402,9947,91
0.09157509157509158,10074,61
0.1282051282051282,10011,69
0.1097560975609756,9667,95
0.1121951219512195,9740,99
0.13431013431013428,9939,79
0.11233211233211238,10015,67
0.11233211233211238,9745,99
0.13308913308913306,9989,99
0.0781440781440782,10098,31
0.09157509157509158,10061,55
0.0927960927960928,9861,99
0.09523809523809523,9821,69
0.12073170731707317,10071,55
0.10609756097560974,9939,87
0.10866910866910862,9856,79
0.09523809523809523,10095,31
0.10500610500610497,10100,33
0.10866910866910862,9990,95
0.1135531135531136,10100,25
0.0927960927960928,9691,93
0.11233211233211238,10059,75
0.08302808302808307,9981,75
0.11707317073170731,10065,85
0.0817073170731707,10085,63
0.10378510378510375,10079,51
0.13186813186813184,10100,47
0.13919413919413914,10100,57
0.1001221001221001,10020,71
0.08058608058608063,10058,71
0.11233211233211238,10076,71
0.16117216117216115,10078,35
0.0927960927960928,9677,81
0.09390243902439022,10099,45
0.1121951219512195,9812,97
0.13186813186813184,10046,49
0.09768009768009767,10100,45
0.07692307692307687,10048,75
0.1135531135531136,10020,75
0.07692307692307687,10061,51
0.11843711843711846,9840,91
0.09401709401709402,10073,51
0.0927960927960928,9880,87
0.15243902439024393,10013,13
0.07804878048780484,9934,75
0.13308913308913306,10023,55
0.10378510378510375,10043,67
0.1282051282051282,9648,97
0.1135531135531136,10081,67
0.11477411477411481,9910,97
0.0854700854700855,10069,67
0.08058608058608063,10031,81
0.07570207570207566,10043,51
0.07926829268292679,10053,75
0.09756097560975607,9941,89
0.15995115995115994,10100,39
0.0781440781440782,10082,81
0.09035409035409037,9483,95
0.17460317460317465,10100,39
0.08669108669108672,9835,91
0.09645909645909645,9832,97
0.10378510378510375,10037,69
0.11721611721611724,10060,71
0.07804878048780484,10064,57
0.12804878048780488,10098,13
0.12210012210012211,10094,53
0.1135531135531136,10064,9
0.07692307692307687,9950,99
0.13064713064713063,10015,71
0.10622710622710618,9998,79
0.09768009768009767,10100,21
0.09035409035409037,10025,87
0.07692307692307687,10069,69
0.17195121951219516,10100,17
0.09999999999999998,10034,67
0.1135531135531136,10081,95
0.12210012210012211,10091,39
0.07448107448107444,10100,47
0.06959706959706957,9901,97
0.12454212454212454,9716,91
0.11599511599511603,9926,85
0.08669108669108672,10099,37
0.15140415140415142,9960,31
0.08780487804878045,10077,67
0.08780487804878045,10089,63
0.1575091575091575,10068,55
0.0854700854700855,10100,69
0.1501831501831502,10088,37
0.07692307692307687,10095,49
0.08791208791208793,9883,93
0.15140415140415142,10100,3
0.1135531135531136,10100,37
0.08669108669108672,10100,31
